title,perex,label
"Dardai: &quot;Hatten zum Schluss einen Matchball&quot;","Hertha BSC muss weiter auf einen Sieg warten: Auch im siebten Anlauf gelang den Hauptstädtern kein Sieg. Bei Eintracht Frankfurt holte das von Pal Dardai trainierte Team einen Punkt (0:0), mit dem der Ungar aber gut leben konnte.",Reaction
"&#039;This is bigger than Leipzig second&#039;",Ralph Hasenhuttl believes keeping Southampton in the Premier League is a bigger achievement than taking RB Leipzig to a second-place finish in the Bundesliga.,Reaction
Silva: We tried everything to win,"Marco Silva felt Everton had tried everything to win as they drew 0-0 with Crystal Palace, with Roy Hodgson pleased with the effort of his players.",Reaction
"IGRAČI HAJDUKA ISKALILI BIJES NAKON PORAZA POTEZOM KOJI IM NE SLUŽI NA ČAST Oreščanin preuzeo krivnju, Jakirović blistao i objasnio ključni potez","REAKCIJE - Nikad ove sezone strateg Gorice Sergej Jakirović nije se zadržao toliko dugo s novinarima poslije utakmice. Svi su se nadmetali s pitanjima, želeći čuti u čemu je sve tajna tako blistave igre koju je Gorica pokazala protiv Hajduka (3:0).",Reaction
Poch blames stress and fatigue for shock West Ham loss and hopes to have Vertonghen back for Ajax,MAURICIO POCHETTINO blamed “stress and fatigue” after West Ham became the first away team to win at Tottenham’s new stadium. The Hammers produced an inspired performance and could have won by more while Spurs looked miles from their best. Tottenham were without Harry Kane and star defender Jan Vertonghen as Michail Antonio’s second-half strike gave […],Reaction
"Hinteregger: &quot;Wir sind viel umsonst gelaufen&quot;","Eintracht Frankfurt ist im Heimspiel gegen Hertha BSC nicht über ein 0:0 hinausgekommen. Im Kampf um die Champions League hatten sich die Hessen eigentlich mehr ausgerechnet, mussten sich am Ende aber mit dem Punkt begnügen. Mangelnde Fitness aufgrund der zahlreichen Pflichtspiele wollte Abwehrmann Martin Hinteregger nicht als Entschuldigung anführen.",Reaction
"Weydandt: &quot;Ist komisch, gewonnen zu haben&quot;",Zweieinhalb Monate hatte Hannover 96 in der Bundesliga kein Spiel mehr gewonnen - bis die Mannschaft die Horrorserie durch den 1:0-Sieg gegen den 1. FSV Mainz 05 beendete. Siegtorschütze Hendrik Weydandt musste sich selbst noch etwas an das ungewohnte Glücksgefühl gewöhnen - und schickte eine Kampfansage in Richtung der Konkurrenz.,Reaction
"Serie A Empoli, Andreazzoli: «Bologna forte, noi stiamo raschiando il barile da tempo»","Il tecnico azzurro: «Se ho discusso con l&#039;arbitro? Non mi capita quasi mai. Abbiamo sempre meno possibilità di salvarci, ma restano ancora 12 punti in palio»",Reaction
BVB-Coach Favre hakt Titel nach Derbypleite ab,"Noch nie war die Punktedifferenz zwischen den beiden Erzrivalen Borussia Dortmund und Schalke 04 vor einem Revierderby größer.
Die Borussia voll im Titelrennen, die Schalker kämpfen gegen den Abstieg.
In diesem Derby machten die &quot;Knappen&quot; aber vieles vergessen und siegten verdient mit 4:2 in Dortmund (Spielbericht &gt;&gt;&gt;).
Eine kleine Vorentscheidung im Kampf um die Meisterschaft. Drei Runden vor Ende der Bundesliga könnten die Bayern mit einem Auswärtssieg in Nürnberg auf vier Punkte davonziehen.
Auch BVB-Trainer Lucien Favre schätzt die Situation realistisch ein. Im &quot;Sky&quot;-Interview antwortet der Schweizer auf die Frage, ob das Ergebnis die Entscheidung in der Meisterschaft bedeuten würde mit: &quot;Ja, klar.",Reaction
HLV Incheon tiết lộ lý do không sử dụng Công Phượng ở vòng 9 K-League,"Chia sẻ sau trận đấu, HLV Lim Joong-yong đã tiết lộ lý do ông không điền tên Công Phượng vào danh sách đăng ký thi đấu của CLB Incheon ở vòng 9 K-League.",Reaction
HLV Incheon cảnh cáo mạnh mẽ Công Phượng sau khi gạch tên CP23 khỏi danh sách thi đấu,"Trước Seongnam ở vòng 9 K-League 2018/19, Công Phượng không được đăng ký thi đấu và sau đó, HLV Incheon đã có những lời cảnh cáo CP23.",Reaction
Vrba po výhře vtipkoval o zájmu Sparty: Připadal jsem vám narušenej?,"Zájem Sparty o jeho služby trenéra Pavla Vrbu ani jeho tým nevykolejil, Plzeň v klidu srolovala Duklu 4:0 a do nadstavby jde se čtyřbodovou ztrátou na Slavii. „Kdyby to bylo v obvyklém sledu utkání, řekl bych, že je to moc, protože se samozřejmě setkáte i se soupeři, kteří nemají tak velkou kvalitu. Ale teď se bude potkávat šest nejlepších mužstev, takže si myslím, že může kdokoliv porazit kohokoliv,“ prohlásil kouč obhájce titulu.",Reaction
Pep Guardiola lobt Jürgen Klopps Arbeit beim FC Liverpool,Vor dem Spitzenspiel-Kracher am Sonntag zwischen Liverpool und Manchester City hat Pep Guardiola Jürgen Klopp in höchsten Tönen gelobt.,Reaction
Alaves deklasoval Valladolid třemi góly,"LaLiga &gt; Deportivo Alaves přehrálo Valladolid.Real Sociedad si i napříč své dobré
současné sezoně neporadil s posledním Leganés.",Reaction
"Rezignovaný Skuhravý: Ztráta je veliká, v této chvíli se rovná sestupu","Po tvrdé lekci 0:4 v Plzni na rovinu a bez vytáček přiznal, že záchranářské práce jsou u konce. Trenér Dukly Roman Skuhravý nevidí šanci, jak před pětizápasovou nadstavbou smazat ztrátu devíti bodů na barážovou pozici. „Ve hře je patnáct bodů, v každém utkání budeme chtít uspět, nicméně nejsem naivní. Ztráta je veliká, v této chvíli se rovná sestupu pro Duklu Praha,“ přiznal kouč suverénně posledního celku tabulky FORTUNA:LIGY.S mužstvem získal během jarní části mizerných pět bodů z jedenácti zápasů, přesto má podle svých slov podporu vedení klubu a očekává, že Duklu povede i v případě sestupu do druhé ligy.",Reaction
Рашид Рахимов: «Желаю удачи «Динамо». Такой клуб должен играть в РПЛ»,Главный тренер «Ахмата» Рашид Рахимов прокомментировал итог матча 26-го тура чемпионата России с «Динамо» (0:0).,Reaction
Probleme mari de arbitraj la Voluntari - Dinamo! Trei penalty-uri neacordate! Analiza lui Ion Crăciunescu,"Partida de la Voluntari a avut parte de trei momente extrem de importante. Practic au fost trei faza în urma cărora se putea dicta lovitură de la 11 metri, dar de fiecare dată arbitrul Iulian Călin a decis contrariul.",Reaction
"Potřebovali jsme vyhrát. Tohle vítězství je důležité do další fáze, hodnotí Přikryl","Kapitán Mladé Boleslavi Tomáš Přikryl pomohl brankou k výhře 3:0 nad Zlínem. Šestadvacetiletého ofenzivního záložníka těšilo, že Středočeši povedeným výkonem dali zapomenout na předcházející tři utkání, v nichž nevyhráli. V nadstavbové části je ve skupině o Evropu čeká dvojzápas s Teplicemi. Díky sobotní výhře budou mít v odvetě výhodu domácího prostředí.",Reaction
Thiems Schlüssel zum Sieg über Nadal,"Zum vierten Mal in seiner Karriere ging Dominic Thiem im Halbfinale von Barcelona nach einem Duell mit Rafael Nadal als Sieger vom Platz.
Ausgerechnet von einem Platz, der den Namen seines Gegenspielers trägt. Denn längst haben die Verantwortlichen des ATP-500-Turniers in der katalanischen Stadt auf die Erfolge des &quot;Sandplatz-Königs&quot; reagiert und den Center Court nach dem Spanier benannt, der in den letzten drei Jahren immer als Turniersieger wieder abreiste.
Der Österreicher beendete mit dem 6:4,6:4-Erfolg den Erfolgslauf Nadals, der in Barcelona schon elf Siegerpokale in die Höhe strecken durfte und in 22 Partien in Halbfinale und Finale an diesem Ort zuvor nur einen Satz abgeben musste.",Reaction
Dominic Thiem continues dominance of Nadal on clay at Barcelona Open,"Dominic Thiem defeated Rafael Nadal 6-4, 6-4 in the Barcelona Open on Saturday, becoming the first player other than Novak Djokovic to defeat the Spaniard on clay four times.",Reaction
"&quot;Fenerbahçe basit kartlarla yıpratılacak bir takım değil&quot;","Fenerbahçe Teknik Direktörü Ersun Yanal, Trabzonspor maçı sonrası yaptığı açıklamada hakemin kendilerini basit kartlar gösterdiğini söyledi. Trabzonspor&#039;da ise son saniyelerde yenilen golün üzüntüsü vardı.",Reaction
"&#039;OVO SU IGRAČI KOJI SU OSVOJILI PRVENSTVO! I UBUDUĆE ĆU ROTIRATI...&#039; Bjelica pomirljiv nakon poraza; trener domaćih nahvalio igrače","REAKCIJE TRENERA - Skender je bio zadovoljan i sretan, a Bjelica pomirljiv nakon utakmice u kojoj je Osijek na Gradskom vrtu svladao Dinamo s 2:1.",Reaction
”Joel har säkert stått här  och förklarat den för alla”,"Efter en grinig tredjeperiod kvitterade Djurgården finalserien till 2-2.Bland annat hettade det till mellan Sebastian Strandberg och Joel Lundqvist efter en huvudtackling.– Nio av tio sätter jag en offensiv tackling för att skydda i det läget, säger Joel Lundqvist.– Joel har säkert stått här och förklarat den för alla och då är det väl så det är, säger Strandberg.",Reaction
Loss leaves Waratahs coach exasperated,The NSW Waratahs have blown a big chance to claim the Australian conference lead with a costly Super Rugby loss to South Africa’s Sharks. The NSW Waratahs’ latest stumble has left exasperated coach Daryl Gibson seeing red and his side’s Super Rugby season on life support. Gibson was unable to hide his frustration after the […],Reaction
Morris rues more Sharks NRL injuries,Cronulla coach John Morris cannot believe his misfortune after two more stars joined the NRL club’s high profile injury list following a 29-6 loss to Brisbane. Cronulla coach John Morris has joked that he may have to pull on the boots again for the Sharks to field a team next week after two more stars […],Reaction
"Děkuju opavským hráčům, dobře to obsadili a musel jsem střílet, usmíval se premiérový střelec Hanousek","Do 131. zápasu v lize čekal sparťanský obránce Matěj Hanousek na první ligovou branku a i před svou premiérovou v Opavě při výhře 3:0 dlouho přemýšlel, že bude spíš přihrávat spoluhráčům. Po 25 minutách hry obral o balon na levé straně Petra Zapalače, postupoval až do vápna, kde se opřel do střely slabší pravou nohou a zamířil k protější tyči.",Reaction
Red carding Waratah Jed Holloway was rubbish rugby,"Shark prop Thomas du Toit’s blatant professional foul on Jed Holloway at Bankwest Stadium last night saw the Waratah lock on his way to an early shower. What? Du Toit grabbed Holloway’s jersey, illegally taking him out of the play, before Holloway, with his back to the Shark, swung his right arm to be released, […]",Reaction
"Spal, Semplici: &quot;Di Francesco con noi, ma non giocherà&quot;","Il tecnico alla vigilia della gara con l&#039;Udinese: &quot;E&#039; un momento particolare, la sconfitta con la Sampdoria è stata immeritata e non ci voleva. Formazione? Qualcuno è stanco ed ha giocato sempre, cercherò di mettere in campo la miglior squadra possibile&quot;",Reaction
"Spalletti dopo Inter-Juventus: &quot;Rimarrei 100 anni ma l&#039;Inter è meglio che... &quot;","Luciano Spalletti analizza il pareggio per 1-1 tra la sua Inter e la Juventus a San Siro: &quot;Con un minimo spazio loro hanno raddrizzato la gara&quot;.",Reaction
"Надал: Има загуби, които могат да ми помогнат и тази е една от тях",11-кратният шампион Рафаел Надал (Испания) отпадна на полуфиналите на турнира по тенис на червени кортове в испанския град Барселона с награден фонд 2.61 ...,Reaction
"Pochettino fears West Ham defeat has killed Tottenham&#039;s spirit","Pochettino has urged his weary stars to &#039;be strong&#039; but fears Saturday&#039;s 1-0 defeat by West Ham may have drained the spirit from Tottenham ahead of their Champions League semi-final.",Reaction
Rafa Benitez refuses to commit future to Newcastle after Brighton draw,KIERAN GILL AT AMEX STADIUM: Rafa Benitez says he will only stay in charge of Newcastle United if the club confirm in talks that they share the same vision as him.,Reaction
"Zklamaný Hašek: Pro Karvinou super, pro tři týmy blbý, řekl kouč Bohemians","Dvakrát to zopakoval: „Byli jsme třiadvacet minut od prostřední skupiny.“ Trenér Martin Hašek s Bohemians v posledním kole na Slovácku málem unikl hrozbě bojů o záchranu, nakonec ale „klokany“ neminou. Jdou však do nich s nejlepší výchozí pozicí z celé šestky „odpadlíků“ a kouče těší, že díky rozlosování odpadne náročné cestování.",Reaction
"&quot;Veličanstven je. Jokić je budući član Kuće slavnih&quot;","DENVER NUGGETSI plasirali su se u polufinale Zapadne konferencije nakon što su u odlučujućoj, sedmoj utakmici kod kuće svladali San Antonio Spurse 90:86.",Reaction
"Pöltl nach Aus für Spurs: &quot;Es war nicht genug!&quot;","Österreichs NBA-Legionär Jakob Pöltl beendet in Denver seine erste Saison bei den San Antonio Spurs.
&quot;In der ersten Hälfte ist nichts für uns gefallen, aber wir haben nie aufgegeben&quot;, kommentiert der 2,13-Meter große Wiener das entscheidende siebente Spiel der ersten Playoff-Runde bei den Denver Nuggets auf Facebook.
&quot;Schlussendlich war es einfach nicht genug, um in die nächste Runde der Playoffs einzuziehen&quot;, analysiert der 23-Jährige die verlorene Serie vor seinem Abschied in die Sommerpause.",Reaction
"&quot;Das Ding muss rein, dafür gibt es keine Entschuldigung&quot;",Borussia Mönchengladbach kommt immer mehr ins Rutschen. Mit dem 0:1 beim VfB Stuttgart sind die Fohlen an einem neuen Tiefpunkt angelangt. Nach toller Hinrunde und starkem Start 2019 scheinen die Borussen nun sogar einen Platz im internationalen Wettbewerb zu verspielen.,Reaction
